layer,cache,component,shape,numel,mean,std,min,max,abs_mean,rms,p01,p50,p99,zero_fraction,residual_to_receiver_rms
18,fused,V,1x8x50x128,51200,-0.034226398915052414,2.338881254196167,-14.0625,15.9375,1.7720685005187988,2.3391315937042236,-6.000312805175781,-0.019287109375,5.875,0.0,
18,fused_minus_receiver,V,1x8x50x128,51200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,receiver,K,1x8x50x128,51200,0.06242268532514572,2.2540791034698486,-28.25,31.375,1.3564410209655762,2.254943370819092,-6.21875,0.00897216796875,7.46875,0.00021484374883584678,
19,fused,K,1x8x50x128,51200,0.07539065927267075,2.3113455772399902,-27.875,31.375,1.4176719188690186,2.312574625015259,-6.4375,0.015350341796875,7.4375,9.765624417923391e-05,
19,fused_minus_receiver,K,1x8x50x128,51200,0.012967109680175781,0.4577503204345703,-3.828125,5.0625,0.14347384870052338,0.4579339325428009,-1.7265625,0.0,1.890625,0.31193357706069946,0.20308001454442723
19,receiver,V,1x8x50x128,51200,-0.012300423346459866,2.954235792160034,-16.75,16.0,2.259193181991577,2.954261541366577,-7.3125,-0.0070648193359375,7.46875,0.0,
19,fused,V,1x8x50x128,51200,-0.010121078230440617,3.123821496963501,-17.375,18.125,2.3906967639923096,3.12383770942688,-7.78125,-0.0040740966796875,7.9375,1.9531249563442543e-05,
19,fused_minus_receiver,V,1x8x50x128,51200,0.0021809511817991734,1.0099482536315918,-7.15625,8.4375,0.6067761778831482,1.0099506378173828,-3.0,0.0,2.953125,0.09714843332767487,0.34186229745596647
20,receiver,K,1x8x50x128,51200,0.0068449294194579124,2.315443992614746,-26.375,26.375,1.3254520893096924,2.3154537677764893,-6.8125,-0.0039825439453125,7.625,0.00015624999650754035,
20,fused,K,1x8x50x128,51200,0.0068449294194579124,2.315443992614746,-26.375,26.375,1.3254520893096924,2.3154537677764893,-6.8125,-0.0039825439453125,7.625,0.00015624999650754035,
